Filename,LowerCorner,UpperCorner
112_O_BUILD_95221089_5.gml,245946.18 2740742.501 0.0,248294.947 2742784.111 43.612
112_O_BUILD_95221089_6.gml,245796.365 2740667.049 0.0,248264.173 2743419.68 30.48
112_O_BUILD_95221089_7.gml,246193.212 2740741.767 0.0,248289.53 2743449.989 59.411
112_O_BUILD_95221090_0.gml,248261.425 2740788.536 0.0,250870.622 2743459.648 80.239
112_O_BUILD_95221090_1.gml,248278.02 2740651.854 0.0,250829.74 2743439.191 62.713
112_O_BUILD_95221090_2.gml,248283.666 2741018.99 0.0,250817.932 2741761.69 53.162
112_O_BUILD_95221096_0.gml,240220.946 2737898.379 0.0,240708.676 2739695.809 43.713
112_O_BUILD_95221097_0.gml,240689.052 2737898.766 0.0,243233.165 2740678.865 42.164
112_O_BUILD_95221097_1.gml,240703.692 2738616.192 0.0,241611.718 2740644.149 27.178
112_O_BUILD_95221098_0.gml,243227.439 2737898.608 0.0,245762.998 2740703.291 62.23
112_O_BUILD_95221098_1.gml,243308.694 2738611.407 0.0,245758.144 2740255.811 46.99
112_O_BUILD_95221099_0.gml,245754.352 2738123.38 0.0,248290.946 2740678.79 48.743
112_O_BUILD_95221099_1.gml,246011.705 2739240.281 0.0,248288.739 2740646.109 52.756
112_O_BUILD_95221099_2.gml,245847.148 2738856.609 0.0,248152.643 2740627.904 52.451
112_O_BUILD_95221100_0.gml,248282.345 2740023.722 0.0,248901.33 2740675.497 38.71
112_O_BUILD_95222005_0.gml,238013.558 2736263.899 0.0,238171.219 2736401.515 11.735
112_O_BUILD_95222006_0.gml,238263.307 2736339.782 0.0,240718.802 2737913.358 26.01
112_O_BUILD_95222007_0.gml,240690.584 2735144.957 0.0,243236.411 2737919.798 28.55
112_O_BUILD_95222007_1.gml,240700.616 2735140.003 0.0,243222.231 2737794.615 27.915
112_O_BUILD_95222008_0.gml,243221.338 2735217.275 0.0,245652.69 2737903.81 20.041
112_O_BUILD_95222017_0.gml,241382.417 2734204.137 0.0,243193.704 2735151.655 45.695
112_O_BUILD_95222018_0.gml,243247.749 2734019.191 0.0,243771.339 2734908.955 16.205
112_O_BUILD_96224071_0.gml,250808.799 2743443.75 0.0,252589.133 2744859.403 19.812
112_O_BUILD_96224081_0.gml,250802.013 2740555.62 0.0,252804.14 2743446.546 134.391
112_O_BUILD_96224081_1.gml,250798.752 2741030.606 0.0,252794.563 2743030.199 101.397
112_O_BUILD_96224081_2.gml,250808.839 2740637.584 0.0,252946.632 2741983.968 94.463
112_O_BUILD_96224081_3.gml,250798.804 2741611.498 0.0,252695.4 2742004.153 102.362
112_O_BUILD_96224081_4.gml,250812.142 2741366.52 0.0,252743.375 2741848.883 105.562
112_O_BUILD_96224081_5.gml,250803.416 2740654.419 0.0,253084.582 2743265.998 109.195
112_O_BUILD_96224091_0.gml,250814.917 2738782.545 0.0,253320.412 2740770.214 74.93
